# Region type : patch node2U_2_Outlet_0
#   Faces  : 148
#   Area   : 1.734765e-02
#        Time	areaAverage(T)
     0.999427	3.031500e+02
      2.00049	3.031500e+02
      3.00031	3.031500e+02
      3.99973	3.031500e+02
      4.99982	3.031500e+02
      6.00096	3.031500e+02
      7.00036	3.031500e+02
      8.00025	3.031500e+02
      8.99988	3.031500e+02
    10.001085	3.031499e+02
    11.000692	3.031735e+02
    12.001192	3.031970e+02
    12.999654	3.032203e+02
    14.001553	3.032436e+02
  15.00191378	3.032667e+02
  15.99990726	3.032896e+02
  17.00021302	3.033124e+02
  18.00201162	3.033353e+02
    19.001665	3.033580e+02
 20.001063064	3.033807e+02
 21.000223408	3.034033e+02
 22.000868674	3.034259e+02
 22.999568146	3.034483e+02
  24.00203262	3.034707e+02
25.00206209729	3.034930e+02
25.9997240433	3.035151e+02
27.00155800819	3.035371e+02
28.00198841907	3.035591e+02
29.00100132413	3.035809e+02
30.0012255059946	3.036026e+02
31.0020125996283	3.036241e+02
31.9997203434261	3.036455e+02
33.0000159367413	3.036667e+02
33.9999993471484	3.036877e+02
35.0001409482367123	3.037086e+02
36.0010399662744121	3.037294e+02
37.000256075600312	3.037501e+02
38.0011334139074748	3.037707e+02
39.0001093232681626	3.037912e+02
39.9994296677075454	3.038116e+02
41.001577972869228	3.038320e+02
42.000199945820512	3.038522e+02
43.0015357555295594	3.038725e+02
44.0000908474563985	3.038927e+02
44.999720034311153	3.039130e+02
46.0011036185372717	3.039335e+02
47.0017015365830488	3.039541e+02
48.001828578469862	3.039747e+02
49.0009987208578792	3.039952e+02
50.001646775172766	3.040159e+02
51.0004873107095733	3.040364e+02
52.0004965650810149	3.040570e+02
53.0016782245142934	3.040775e+02
54.0010911490910033	3.040978e+02
55.0018322131206503	3.041182e+02
56.0008311045826801	3.041385e+02
57.0009505745707656	3.041587e+02
58.0018173874204663	3.041789e+02
58.9998754286462415	3.041990e+02
60.0007253884735974	3.042191e+02
61.000729949421661	3.042391e+02
61.9994469747591523	3.042591e+02
62.9997307278246481	3.042791e+02
64.0016132336676264	3.042991e+02
65.0021195847200062	3.043191e+02
66.0013755148593475	3.043391e+02
66.9994618408717173	3.043590e+02
67.9995567282688285	3.043790e+02
69.0018710907051513	3.043990e+02
70.0005020403649496	3.044189e+02
71.0017759000867983	3.044389e+02
71.9997917061677697	3.044588e+02
73.0007626398363385	3.044787e+02
74.0017781164737585	3.044987e+02
74.9999419786135348	3.045186e+02
76.0015844890211554	3.045385e+02
77.00072239299773	3.045584e+02
78.0004746440082357	3.045782e+02
79.0007523688503994	3.045980e+02
80.0017080025030367	3.046178e+02
81.0004119802447349	3.046374e+02
81.9999292237897635	3.046571e+02
83.0001885797195058	3.046766e+02
84.0008505180802274	3.046962e+02
85.0015387397775584	3.047157e+02
86.0016440249805925	3.047351e+02
87.0005454702849761	3.047545e+02
88.0008545399135187	3.047739e+02
89.0021930695815655	3.047932e+02
90.0016302263138357	3.048126e+02
91.002174366868033	3.048319e+02
92.0010182300664496	3.048512e+02
93.0013450760332745	3.048704e+02
94.0003161743501465	3.048897e+02
95.0010570184568053	3.049089e+02
96.0007746328522842	3.049281e+02
96.9996630297850828	3.049473e+02
98.0009484938242394	3.049664e+02
99.0017864968606887	3.049856e+02
99.9993158549129504	3.050046e+02
100.999686726631666	3.050237e+02
101.999978489330886	3.050427e+02
103.000261993464633	3.050617e+02
104.000541499501338	3.050807e+02
105.000800443492778	3.050996e+02
106.001026051885219	3.051184e+02
107.001221026466325	3.051372e+02
108.001370521164162	3.051560e+02
109.001483834954172	3.051747e+02
110.001570880767829	3.051933e+02
111.001639397267027	3.052119e+02
112.001691850402395	3.052304e+02
113.001723550038278	3.052488e+02
114.001722531996805	3.052672e+02
115.001688189451627	3.052855e+02
116.001613455088133	3.053038e+02
117.001515885901682	3.053220e+02
118.001399825818325	3.053401e+02
119.00127979677535	3.053581e+02
120.001166177764588	3.053761e+02
121.001081732862403	3.053940e+02
122.001048584949245	3.054118e+02
123.001071870744425	3.054295e+02
124.001154706657402	3.054472e+02
125.001275712311497	3.054647e+02
126.001409099885151	3.054822e+02
127.001505571405914	3.054995e+02
128.001520918692876	3.055168e+02
129.001402911285169	3.055339e+02
130.001116511936488	3.055510e+02
131.000614246332248	3.055679e+02
131.999921018561707	3.055848e+02
133.002057892161417	3.056015e+02
134.001047481116501	3.056182e+02
134.999918542921648	3.056347e+02
136.001802808679997	3.056512e+02
137.000722192789738	3.056675e+02
137.999722857611772	3.056838e+02
139.001822047630924	3.057000e+02
140.001006477596889	3.057161e+02
141.000279937221819	3.057322e+02
141.999610839514531	3.057482e+02
143.002000997207233	3.057641e+02
144.001416430672435	3.057800e+02
145.000845281827281	3.057958e+02
146.000219852035571	3.058115e+02
146.999516132038053	3.058272e+02
148.001580804985281	3.058429e+02
149.00037623196738	3.058585e+02
150.002041994228136	3.058741e+02
151.000659972712299	3.058897e+02
151.999442445215436	3.059052e+02
153.001677289877819	3.059209e+02
154.00172177073722	3.059365e+02
154.999891828328799	3.059522e+02
155.999586603544287	3.059679e+02
157.001135382558516	3.059837e+02
158.001515024317882	3.059995e+02
159.000452904609233	3.060154e+02
160.000936841011566	3.060312e+02
160.999840760413548	3.060471e+02
162.000128449045548	3.060628e+02
163.001721118222179	3.060786e+02
164.001466615174991	3.060942e+02
164.999469516720637	3.061097e+02
166.001895769050151	3.061252e+02
166.999623230678878	3.061405e+02
168.001980176455106	3.061558e+02
168.999797111832464	3.061709e+02
169.999327931056797	3.061860e+02
171.000741704657912	3.062010e+02
172.000933317836058	3.062160e+02
172.999858258248878	3.062308e+02
174.000459309810481	3.062457e+02
174.999230964081022	3.062604e+02
176.001823974840363	3.062751e+02
177.001677528293413	3.062896e+02
178.001897432278639	3.063041e+02
178.999477284530741	3.063185e+02
180.000876929608779	3.063328e+02
181.000129702013908	3.063470e+02
182.000620718633769	3.063612e+02
182.999341833524653	3.063752e+02
183.999269602900625	3.063892e+02
185.000290159403136	3.064032e+02
185.999138254646653	3.064170e+02
187.00192819901423	3.064309e+02
188.002100753132737	3.064446e+02
188.999401948011354	3.064582e+02
190.000009576696584	3.064718e+02
191.000602512052552	3.064853e+02
192.000903248552049	3.064986e+02
193.000646632122681	3.065119e+02
193.999514181629451	3.065250e+02
195.000731162499932	3.065380e+02
196.001754937982156	3.065509e+02
197.000071045045672	3.065637e+02
198.002007170686312	3.065764e+02
199.000916881997426	3.065888e+02
199.999612353780066	3.066011e+02
201.001058917549273	3.066133e+02
202.002077889812654	3.066252e+02
202.99938204591723	3.066368e+02
204.002095543813795	3.066482e+02
205.000992474260471	3.066592e+02
205.999660504312885	3.066701e+02
207.001238886837569	3.066806e+02
207.999298004801517	3.066909e+02
208.999745348981605	3.067009e+02
210.001458903139991	3.067107e+02
211.000242198910087	3.067200e+02
212.001905389240108	3.067290e+02
213.000223120931452	3.067377e+02
214.001889103766104	3.067460e+02
215.001311938262972	3.067541e+02
216.001580318367957	3.067620e+02
217.001009526045266	3.067698e+02
218.001233887792552	3.067774e+02
219.000201883343749	3.067850e+02
220.000910902737701	3.067925e+02
220.999826318389324	3.067998e+02
221.999484042010948	3.068070e+02
222.999573556478197	3.068142e+02
223.999571260102471	3.068211e+02
