# Probe 0 (1.8 2.12 1.42)
# Probe 1 (4.8 1.65 1.5)
# Probe 2 (2.5 2.09 0.95)
# Probe 3 (2.8 0.65 0.75)
#       Probe             0             1             2             3
#        Time
     0.999427        300.15        300.15        300.15        300.15
      2.00049        300.15       300.149        300.15        300.15
      3.00031        300.15       300.149        300.15        300.15
      3.99974        300.15        300.15        300.15        300.15
      4.99984        300.15        300.15        300.15        300.15
      6.00101        300.15        300.15        300.15        300.15
      7.00045        300.15        300.15        300.15        300.15
      8.00037        300.15        300.15        300.15        300.15
      9.00001        300.15        300.15        300.15        300.15
      10.0011        300.15        300.15        300.15        300.15
      11.0005        300.15        300.15        300.15       300.149
      12.0006       300.149       300.156       300.147       300.149
      13.0011       300.143       300.169       300.075       300.149
      13.9997       300.131       300.185       299.787       300.146
      14.9996       300.119       300.201       299.494       300.141
      15.9996       300.101        300.21       299.442       300.139
      17.0013       300.069       300.211       299.562       300.144
           18       300.072       300.208       299.689       300.145
      19.0001       300.103       300.203       299.788       300.142
      20.0015       300.124       300.196       299.882        300.14
      20.9993       300.134       300.192       299.962       300.141
      22.0015       300.137       300.192        300.02       300.147
      23.0017       300.134       300.198       300.062       300.157
      23.9996       300.124       300.208       300.094       300.169
       25.001       300.109       300.223       300.117       300.183
      25.9997       300.093       300.244       300.132       300.198
      26.9993        300.08       300.267       300.141       300.214
      28.0003       300.072       300.292       300.147       300.229
      28.9994       300.064       300.318       300.153       300.245
      30.0021       300.054       300.344       300.157       300.262
       31.002       300.042       300.371       300.162        300.28
      32.0016       300.027         300.4       300.167       300.299
      33.0006        300.01       300.429       300.171       300.319
      33.9992       299.994       300.458       300.176       300.339
      35.0011        299.98        300.49       300.181       300.359
      36.0006        299.97       300.523       300.187       300.379
      37.0012       299.969       300.558       300.192         300.4
      38.0002        299.98       300.593       300.197       300.421
      39.0005       300.006       300.626       300.201       300.444
      40.0013       300.047       300.655       300.205       300.468
       41.002       300.101       300.679       300.209       300.495
      41.9993       300.163       300.698       300.216       300.521
      43.0022       300.225       300.712       300.226       300.547
