# Region type : patch node2U_0_Inlet_0
#   Faces  : 148
#   Area   : 1.734668e-02
#        Time	areaAverage(T)
     0.999427	3.031500e+02
      2.00049	3.031500e+02
      3.00031	3.031500e+02
      3.99973	3.031500e+02
      4.99982	3.031500e+02
      6.00096	3.031500e+02
      7.00036	3.031500e+02
      8.00025	3.031500e+02
      8.99988	3.031499e+02
    10.001085	3.031498e+02
    11.000692	3.031498e+02
     12.00119	3.031498e+02
    12.999644	3.031497e+02
    14.001532	3.031470e+02
  15.00188072	3.031306e+02
   15.9998521	3.030998e+02
   17.0001205	3.030802e+02
  18.00184366	3.030753e+02
  19.00135292	3.030723e+02
20.0005918367	3.030704e+02
20.9995397477	3.030736e+02
21.9999156912	3.030832e+02
23.0012895724	3.030974e+02
24.0003674065	3.031149e+02
24.999948250121	3.031338e+02
26.00012718715	3.031522e+02
27.001466255274	3.031695e+02
28.001372738785	3.031853e+02
28.999803564599	3.031995e+02
29.99944846361592	3.032120e+02
30.99971416792314	3.032234e+02
32.00002912117819	3.032326e+02
33.00002149424799	3.032388e+02
33.99970206366805	3.032411e+02
34.9994888382346261	3.032399e+02
35.9999994558824383	3.032378e+02
37.0018773517030652	3.032380e+02
37.9993327402738146	3.032422e+02
39.0009885870554669	3.032509e+02
40.0002845332203236	3.032631e+02
40.9996805758456162	3.032776e+02
42.0019339552180782	3.032931e+02
43.0010232609226932	3.033088e+02
44.0005018845220803	3.033251e+02
45.0012162640623004	3.033426e+02
46.0009897343283143	3.033614e+02
47.0001790180785832	3.033810e+02
48.0019790073555228	3.034011e+02
49.0000584196574067	3.034215e+02
49.99984640599709	3.034426e+02
51.0010593187341854	3.034650e+02
52.0004180581424436	3.034885e+02
53.0008190993681012	3.035131e+02
54.0021485675883568	3.035386e+02
55.0012784264610133	3.035646e+02
56.0011429314178599	3.035912e+02
57.0014168342299001	3.036184e+02
58.0016594690532585	3.036462e+02
59.0014252797878527	3.036745e+02
60.0003136205778702	3.037034e+02
61.001080701931528	3.037329e+02
62.0005213957178398	3.037633e+02
63.0017127486690711	3.037951e+02
64.0016381064634032	3.038288e+02
65.0003564232315227	3.038656e+02
66.0009652294406806	3.039075e+02
67.000476202615431	3.039557e+02
68.0021661056567268	3.040088e+02
69.0001959701988312	3.040583e+02
70.0010694597687575	3.040918e+02
71.0021316117222483	3.041052e+02
72.0007430364561145	3.041091e+02
73.0000455564489101	3.041144e+02
73.999146034110737	3.041244e+02
75.0001908883456707	3.041383e+02
76.0000436667727399	3.041547e+02
77.0021181459045749	3.041719e+02
78.0004897354505715	3.041884e+02
79.0011776452807766	3.042035e+02
80.0009982307494028	3.042171e+02
80.9996232330824171	3.042299e+02
81.9996276593333704	3.042426e+02
83.0009750325997544	3.042561e+02
84.0008352671088261	3.042709e+02
84.9992419303420519	3.042873e+02
85.9993964425957387	3.043055e+02
87.0014720423878032	3.043254e+02
87.9997298245688313	3.043469e+02
89.0003484943188425	3.043697e+02
90.0005423987294648	3.043935e+02
91.0004968721107588	3.044180e+02
92.000382664378634	3.044427e+02
93.000356927783514	3.044671e+02
94.0005807605929675	3.044908e+02
95.0011367318341229	3.045136e+02
96.0020523391495288	3.045350e+02
97.0004307343019576	3.045549e+02
97.999275122197929	3.045734e+02
99.0016598410722963	3.045908e+02
100.001521898879105	3.046076e+02
101.001842775653387	3.046243e+02
101.999523135465012	3.046415e+02
103.000503029726275	3.046596e+02
104.001679862132022	3.046787e+02
104.999857805894763	3.046988e+02
106.000872202795492	3.047196e+02
107.001486509367609	3.047408e+02
108.001479109868015	3.047621e+02
109.00067142973127	3.047832e+02
110.001967679187075	3.048046e+02
110.999338175346836	3.048266e+02
112.001879635745823	3.048498e+02
113.000755950322343	3.048746e+02
113.999196023840923	3.049015e+02
115.000607289495932	3.049308e+02
115.999497210627723	3.049622e+02
116.999360063478619	3.049957e+02
118.000766359280746	3.050311e+02
119.001496268604072	3.050677e+02
120.001990101047951	3.051050e+02
121.00182644090529	3.051418e+02
122.000854046904507	3.051777e+02
123.002065354488749	3.052123e+02
123.999340369654362	3.052452e+02
125.001847912576096	3.052769e+02
126.000435933482393	3.053070e+02
127.001187616790503	3.053358e+02
128.000847357581421	3.053632e+02
128.999279135768262	3.053894e+02
129.999440836993756	3.054143e+02
131.001162907742156	3.054382e+02
132.001278854907838	3.054613e+02
132.999635926991147	3.054840e+02
133.999253825556877	3.055067e+02
134.999984368913829	3.055293e+02
136.001610245680666	3.055517e+02
137.000865838881339	3.055736e+02
138.000605996394995	3.055945e+02
139.000687921125973	3.056135e+02
140.001062049305432	3.056302e+02
141.001772434786687	3.056441e+02
141.999684819475334	3.056552e+02
143.00076951814313	3.056640e+02
144.001582419281874	3.056710e+02
145.001922884608661	3.056766e+02
146.001806960798064	3.056808e+02
147.001317076955985	3.056838e+02
148.000446299306844	3.056859e+02
148.999235558215958	3.056871e+02
150.00104183283716	3.056878e+02
150.99991264813724	3.056882e+02
152.002127601530503	3.056884e+02
153.001628798881228	3.056881e+02
154.001746590970328	3.056872e+02
154.999709747561894	3.056854e+02
156.002006771375591	3.056824e+02
156.999195067494696	3.056779e+02
158.000311629687843	3.056715e+02
159.001926903793134	3.056632e+02
160.000758197588766	3.056530e+02
160.999836910799814	3.056408e+02
162.002011478213745	3.056268e+02
163.000698182442534	3.056107e+02
164.00196140524497	3.055931e+02
164.999270966020049	3.055740e+02
166.001633598095708	3.055535e+02
166.999512380859159	3.055332e+02
167.999323773974766	3.055131e+02
169.001498915793974	3.054932e+02
170.000435541774351	3.054735e+02
170.999948073721612	3.054537e+02
172.000766273232841	3.054336e+02
173.000089408640974	3.054118e+02
174.00119358036622	3.053883e+02
175.000836804712264	3.053622e+02
176.001646996434062	3.053324e+02
177.000399718168978	3.052979e+02
178.000167452474699	3.052582e+02
179.000712041583455	3.052137e+02
180.002009763952515	3.051654e+02
181.001096368904427	3.051149e+02
182.001145276918692	3.050633e+02
183.001579431880856	3.050115e+02
184.002070558137973	3.049598e+02
185.001907401764868	3.049092e+02
186.000736843983162	3.048587e+02
187.001861414754302	3.048073e+02
187.999140361200887	3.047547e+02
189.002108023991468	3.047002e+02
190.001167849139222	3.046437e+02
190.999206771037819	3.045853e+02
191.999236538280485	3.045255e+02
193.001459887401296	3.044647e+02
193.999638955872399	3.044050e+02
194.999676149749916	3.043491e+02
196.001397443033738	3.043010e+02
196.9992568405452	3.042638e+02
197.999695664844239	3.042381e+02
198.999889692173866	3.042248e+02
200.00001000946267	3.042244e+02
201.000025721484718	3.042365e+02
202.00090084271659	3.042600e+02
203.000333587842107	3.042915e+02
204.000707768455953	3.043277e+02
205.000291510830607	3.043651e+02
206.001674138252497	3.044013e+02
206.999456790520981	3.044348e+02
208.002129995644935	3.044648e+02
208.999276652179219	3.044901e+02
209.99953652676146	3.045106e+02
210.999456784332978	3.045268e+02
212.001782903633512	3.045398e+02
213.000325330571911	3.045498e+02
214.001476421188244	3.045577e+02
214.999514924187082	3.045643e+02
216.001227605430643	3.045702e+02
217.001851839044264	3.045756e+02
218.000110898020807	3.045807e+02
219.000629554038824	3.045861e+02
220.001296913732972	3.045921e+02
220.999270473629934	3.045983e+02
222.000956823787874	3.046045e+02
222.999937840544902	3.046101e+02
224.001497003018699	3.046147e+02
