# Region type : patch node2U_0_Inlet_0
#   Faces  : 148
#   Area   : 1.734668e-02
#        Time	areaAverage(T)
     0.999427	3.001500e+02
      2.00049	3.001500e+02
      3.00031	3.001500e+02
      3.99974	3.001500e+02
     4.999837	3.001500e+02
      6.00101	3.001500e+02
     7.000448	3.001500e+02
     8.000372	3.001500e+02
     9.000012	3.001499e+02
   10.0011397	3.001498e+02
   11.0005122	3.001498e+02
   12.0006238	3.001498e+02
   13.0011019	3.001497e+02
   13.9997165	3.001497e+02
 14.999604052	3.001489e+02
 15.999490241	3.001465e+02
 17.001242034	3.001452e+02
 17.999852633	3.001470e+02
 18.999857436	3.001500e+02
20.00122727884	3.001539e+02
21.00187381584	3.001588e+02
22.00100414889	3.001649e+02
23.0010626149	3.001721e+02
24.00180356975	3.001803e+02
24.9999180576697	3.001894e+02
26.0014655973005	3.001991e+02
27.0009446320218	3.002090e+02
28.0017189928096	3.002187e+02
29.0005905025437	3.002282e+02
30.0001212256994272	3.002373e+02
30.9998048589166615	3.002460e+02
32.0021762548089939	3.002540e+02
33.0009351351164995	3.002610e+02
33.9993080319129248	3.002670e+02
35.0007987440267243	3.002722e+02
35.999935570682382	3.002775e+02
37.0002447568198818	3.002840e+02
38.0020517639380699	3.002926e+02
39.0021047205999594	3.003036e+02
39.9997539688104951	3.003166e+02
41.0006589550067986	3.003312e+02
42.0013813879337903	3.003464e+02
43.0017735096845684	3.003615e+02
43.9991849473790921	3.003762e+02
45.0003329032256971	3.003914e+02
45.9999068492484824	3.004077e+02
47.001536957485051	3.004257e+02
47.9991641281142023	3.004453e+02
49.0021317394396689	3.004665e+02
50.0009463053672505	3.004890e+02
51.0012666370886478	3.005126e+02
51.9998322094374927	3.005372e+02
52.9996753530399971	3.005624e+02
54.0007422711055582	3.005882e+02
54.9998679043009489	3.006142e+02
56.0000714899313863	3.006404e+02
57.0012666658164022	3.006670e+02
58.0001899337214937	3.006940e+02
58.9996004203221318	3.007216e+02
59.9991236109394279	3.007496e+02
61.0014552580688658	3.007785e+02
61.9999507022612235	3.008083e+02
63.0004219672197294	3.008398e+02
63.9995194435486567	3.008737e+02
65.0003556224504706	3.009111e+02
66.0000361794755719	3.009526e+02
67.001887377399612	3.009975e+02
68.0000065359423758	3.010432e+02
69.0007263708385352	3.010862e+02
70.0010828434766097	3.011226e+02
71.0011308160644177	3.011508e+02
72.0010657830553242	3.011721e+02
73.0011594507886201	3.011898e+02
74.0010423929848571	3.012069e+02
74.9999534897155655	3.012246e+02
76.0005492403212486	3.012430e+02
76.9995770635736392	3.012615e+02
78.0002485694065797	3.012797e+02
78.9995834115051707	3.012972e+02
80.0006023391171937	3.013137e+02
81.0000315951638044	3.013292e+02
82.0004067459523469	3.013439e+02
83.0017178852837816	3.013577e+02
84.0013241745725452	3.013711e+02
84.9995909994996879	3.013846e+02
85.9997634074401986	3.013990e+02
87.0020461965104488	3.014145e+02
88.0006674088208882	3.014309e+02
89.0018544823108897	3.014485e+02
89.9998161821016822	3.014671e+02
91.0007625519268686	3.014869e+02
92.0018377502737508	3.015078e+02
93.0000923171710951	3.015297e+02
94.0015321602183462	3.015527e+02
95.0002779543519154	3.015763e+02
95.9992979485388247	3.016006e+02
97.0016130797858978	3.016255e+02
98.0012359507447854	3.016508e+02
99.0011565037065537	3.016764e+02
100.001341885630765	3.017022e+02
101.001743248606445	3.017282e+02
101.99928296452731	3.017540e+02
102.999917386210626	3.017797e+02
104.000496689142608	3.018051e+02
105.000863757907709	3.018302e+02
106.000845363239279	3.018549e+02
107.000250191257649	3.018793e+02
108.001970911651242	3.019038e+02
108.999952325312094	3.019285e+02
110.000285452353893	3.019540e+02
111.000066931614725	3.019804e+02
111.999600382166875	3.020080e+02
112.999337151135848	3.020368e+02
113.9997698736438	3.020664e+02
115.001378027942778	3.020965e+02
116.001770300293103	3.021268e+02
117.001653593576464	3.021570e+02
118.001046177865348	3.021870e+02
118.999684004199594	3.022161e+02
120.00052278213569	3.022441e+02
121.000374583798148	3.022709e+02
121.999348928442913	3.022967e+02
123.000517969016542	3.023217e+02
124.00081552540631	3.023462e+02
125.000090042359716	3.023703e+02
126.001292042010718	3.023940e+02
127.001177421408627	3.024174e+02
127.999570074465595	3.024402e+02
128.999445625667022	3.024625e+02
130.00074597468074	3.024842e+02
131.000311770203012	3.025052e+02
132.001147958866653	3.025257e+02
133.000062069143127	3.025457e+02
134.000012802756146	3.025654e+02
135.000741042250809	3.025846e+02
136.002013908372845	3.026033e+02
137.000598606341782	3.026211e+02
137.999511013812736	3.026381e+02
139.001814551015428	3.026538e+02
140.001311036373238	3.026679e+02
141.001113987129486	3.026806e+02
142.001025535356888	3.026921e+02
143.000741370303018	3.027027e+02
144.000104315494326	3.027124e+02
144.999195410391962	3.027211e+02
146.001322734456323	3.027286e+02
147.000345261960405	3.027346e+02
147.999500015362372	3.027391e+02
149.002051522493304	3.027422e+02
150.001795079176958	3.027444e+02
151.001898572839906	3.027458e+02
151.999389888575053	3.027464e+02
153.000535291621787	3.027462e+02
154.00211074591067	3.027446e+02
155.000792355030114	3.027412e+02
155.999484108062632	3.027353e+02
157.001187348315909	3.027262e+02
157.999616357581601	3.027140e+02
159.000877463324798	3.026994e+02
160.001509151923443	3.026829e+02
161.001332418180425	3.026656e+02
162.000390958998082	3.026475e+02
163.001895104548367	3.026279e+02
163.999581954365425	3.026074e+02
164.999802795413984	3.025853e+02
165.99952398718321	3.025624e+02
167.002106103982783	3.025398e+02
168.001678340149027	3.025178e+02
169.001691029210832	3.024965e+02
169.999295220681347	3.024760e+02
171.001011018967404	3.024549e+02
172.000854601078032	3.024324e+02
173.001726270302441	3.024087e+02
174.000084079832391	3.023828e+02
175.001987395288211	3.023543e+02
176.00101104567716	3.023232e+02
177.000245223879006	3.022900e+02
178.002770115093398	3.022554e+02
179.002253576211984	3.022197e+02
180.001876604371603	3.021832e+02
181.001693906140076	3.021461e+02
182.001164777802018	3.021085e+02
183.002941849998393	3.020695e+02
184.000615357282129	3.020294e+02
185.000873306827543	3.019874e+02
186.001299445049881	3.019420e+02
187.002266321453874	3.018929e+02
188.000794538116622	3.018395e+02
189.0031186992953	3.017804e+02
190.002959966323942	3.017158e+02
191.002613747371726	3.016459e+02
192.000625015376272	3.015726e+02
193.003334956586372	3.014983e+02
194.001638199605623	3.014290e+02
195.001786419251886	3.013697e+02
196.002694430367967	3.013229e+02
197.002834094887078	3.012891e+02
198.002096499151548	3.012689e+02
199.002538698758173	3.012656e+02
200.001640226495937	3.012837e+02
201.002646387517046	3.013267e+02
202.002953915048465	3.013942e+02
203.002885705748781	3.014856e+02
204.0020533927526	3.015986e+02
205.002705458888983	3.017197e+02
206.00115760294068	3.018256e+02
207.00337860261692	3.018907e+02
208.002546420542728	3.019168e+02
209.001339982254024	3.019302e+02
210.002420533091708	3.019415e+02
211.001971411078756	3.019502e+02
212.002944468339479	3.019564e+02
213.00214623070309	3.019562e+02
214.002140407383166	3.019440e+02
215.003362274554689	3.019257e+02
216.003562713325152	3.019073e+02
217.002193451384102	3.018831e+02
218.002471063980408	3.018538e+02
219.001890676023208	3.018308e+02
220.003546270447714	3.018151e+02
221.001572110975786	3.018034e+02
222.002679856759073	3.018038e+02
223.003548780292391	3.018167e+02
224.004032185234792	3.018343e+02
225.001731167136541	3.018583e+02
226.002971155232785	3.018918e+02
227.001650650961778	3.019324e+02
228.00150726334104	3.019779e+02
229.002897545789381	3.020267e+02
230.002322870811724	3.020742e+02
231.00271171277447	3.021187e+02
232.001229519300267	3.021611e+02
233.003787181863231	3.022012e+02
234.003893278566352	3.022351e+02
235.001657717043742	3.022627e+02
236.003389737256583	3.022874e+02
237.002906448583332	3.023088e+02
238.003223626172712	3.023240e+02
239.004250414209537	3.023319e+02
240.00281269277761	3.023350e+02
241.001975408375557	3.023362e+02
242.001701472236249	3.023351e+02
243.001885819211424	3.023322e+02
244.002366169441615	3.023317e+02
245.003121801604038	3.023355e+02
246.004118267257553	3.023393e+02
247.001962811579887	3.023405e+02
248.002661903911871	3.023427e+02
249.002847787099654	3.023454e+02
250.002371141882492	3.023445e+02
251.001503722442237	3.023413e+02
252.003720046600648	3.023415e+02
253.002135352000494	3.023418e+02
254.002714351167754	3.023411e+02
255.003300281271834	3.023448e+02
256.003821607171801	3.023526e+02
257.003033575679694	3.023577e+02
258.001309642092679	3.023613e+02
259.003273576267873	3.023691e+02
260.001743111227427	3.023766e+02
261.00167787362949	3.023788e+02
262.00148187520233	3.023824e+02
263.00202448056848	3.023910e+02
264.001465770384186	3.023950e+02
265.002785484923152	3.023931e+02
266.001791078854069	3.023955e+02
267.000987404578325	3.024010e+02
268.001646748974679	3.023997e+02
269.001844271256459	3.023957e+02
270.002933936694717	3.023968e+02
271.003021395887288	3.023948e+02
272.001486898487656	3.023837e+02
273.000623986228561	3.023732e+02
274.000220101999389	3.023676e+02
275.001237473646427	3.023563e+02
276.001933367492313	3.023401e+02
277.000998493565248	3.023312e+02
278.002488825234138	3.023263e+02
279.002548369941962	3.023146e+02
280.000600376680779	3.023050e+02
281.002331992830307	3.023060e+02
282.000291137123668	3.023051e+02
283.000474433799866	3.022989e+02
284.00026948262132	3.023019e+02
285.00326163117677	3.023130e+02
286.00305149944262	3.023163e+02
287.002400622196035	3.023168e+02
288.001578713004164	3.023316e+02
289.000861405746548	3.023514e+02
290.002991078781065	3.023592e+02
291.001720192664834	3.023681e+02
292.000549129928345	3.023888e+02
293.002523379600291	3.024032e+02
294.001126864254388	3.024085e+02
295.002741242927186	3.024254e+02
296.001582734677186	3.024473e+02
297.000366890081011	3.024551e+02
298.001998022842372	3.024637e+02
299.000786191502016	3.024859e+02
300.002888778427575	3.025008e+02
301.001720932464593	3.025037e+02
302.000534233209521	3.025184e+02
