# Region type : patch sidenode2U_1_Outlet_0
#   Faces  : 172
#   Area   : 1.730428e-02
#        Time	areaAverage(T)
     0.999427	2.971498e+02
      2.00049	2.971496e+02
      3.00031	2.971498e+02
      3.99974	2.971499e+02
     4.999852	2.971500e+02
     6.001051	2.971500e+02
     7.000531	2.971500e+02
     8.000508	2.971499e+02
     9.000207	2.971498e+02
   10.0013794	2.971496e+02
   11.0007485	2.971533e+02
   12.0009597	2.971569e+02
    13.001277	2.971605e+02
   14.0004317	2.971641e+02
 15.000901346	2.971676e+02
 16.001107103	2.971711e+02
 17.000922171	2.971746e+02
 18.001371538	2.971780e+02
 19.000102731	2.971815e+02
19.99989026148	2.971850e+02
21.00034937314	2.971886e+02
21.99983157686	2.971921e+02
23.00122911707	2.971956e+02
24.00091286407	2.971991e+02
25.0014481448061	2.972026e+02
25.9997089351518	2.972062e+02
27.0019611529581	2.972097e+02
27.9992560508285	2.972132e+02
29.0002067000521	2.972168e+02
30.001115854941087	2.972204e+02
31.001388464779989	2.972240e+02
32.000730012372813	2.972276e+02
32.999356489310571	2.972313e+02
34.000826001571795	2.972349e+02
34.9997674661593194	2.972386e+02
35.9997177574727516	2.972423e+02
37.0009562711424493	2.972460e+02
38.0004295729249861	2.972497e+02
39.0007433796670497	2.972534e+02
40.0015092071004048	2.972571e+02
40.9993430360585478	2.972609e+02
41.999976707407761	2.972647e+02
43.000137047967506	2.972686e+02
44.0000180955537274	2.972725e+02
45.0000719325705489	2.972764e+02
46.0007436235592806	2.972803e+02
46.9992924677363604	2.972842e+02
48.0017975705818145	2.972882e+02
49.0020087941105018	2.972922e+02
50.0001541690290168	2.972962e+02
50.9994115854687848	2.973002e+02
51.9997966185503131	2.973043e+02
53.0013028439710965	2.973084e+02
54.0008589936701	2.973125e+02
55.001479447827478	2.973166e+02
56.0000219360241616	2.973208e+02
56.9994357372792848	2.973249e+02
57.9996351360819844	2.973291e+02
59.0005311279488467	2.973333e+02
60.0020680322019331	2.973375e+02
61.001180899680314	2.973418e+02
62.0009804808799743	2.973461e+02
63.0015462758453637	2.973504e+02
63.99974179524812	2.973547e+02
65.0016009001074053	2.973590e+02
66.0007601653780256	2.973634e+02
67.0000828054686792	2.973678e+02
67.9993904729765717	2.973723e+02
69.0017235356203003	2.973767e+02
70.0009377157637687	2.973812e+02
71.0002352911425874	2.973858e+02
71.9997872778713486	2.973903e+02
72.9997326311521277	2.973949e+02
74.0001292327700639	2.973995e+02
75.0008246964364247	2.974042e+02
76.0015800095208363	2.974088e+02
77.0020693921646711	2.974135e+02
78.0018426038795383	2.974182e+02
79.0006723209762072	2.974230e+02
80.0017081314998251	2.974278e+02
81.0020358999019976	2.974326e+02
82.0018080561054745	2.974374e+02
83.0010087123466462	2.974423e+02
83.9995465240833425	2.974472e+02
85.0004902403786389	2.974522e+02
86.0005955476574258	2.974571e+02
86.9996768195966581	2.974621e+02
88.0006846028388878	2.974671e+02
89.0004719692935282	2.974722e+02
90.0019773122347715	2.974773e+02
90.9992809510003582	2.974823e+02
92.0015628120182498	2.974875e+02
92.9997983985029606	2.974926e+02
94.0002310198292577	2.974977e+02
94.9999423998426522	2.975029e+02
96.0021254260840067	2.975081e+02
97.000912615324367	2.975133e+02
97.9994227377964364	2.975185e+02
99.0007366540451983	2.975237e+02
100.001777850557531	2.975289e+02
100.999474552726198	2.975341e+02
101.999847483109477	2.975393e+02
102.999824886520344	2.975445e+02
103.999365121315847	2.975498e+02
105.001466452367538	2.975550e+02
105.9999708144111	2.975603e+02
107.000862792180541	2.975655e+02
108.001107172393702	2.975708e+02
109.000696640159475	2.975760e+02
109.999726477358081	2.975812e+02
111.00131269036028	2.975865e+02
111.999552540587274	2.975917e+02
113.000580200948235	2.975970e+02
114.001620299357256	2.976022e+02
114.999911136915458	2.976074e+02
116.001791658685093	2.976126e+02
117.001510928257616	2.976178e+02
117.999394853014692	2.976230e+02
119.001694844829487	2.976281e+02
119.999391343261024	2.976333e+02
121.001627220964707	2.976384e+02
121.999376885499643	2.976435e+02
123.001618529490443	2.976486e+02
123.999180882235109	2.976536e+02
125.001554573303181	2.976586e+02
125.999526249662424	2.976635e+02
127.002179832510961	2.976684e+02
128.000376549443246	2.976733e+02
129.000128795195195	2.976781e+02
130.00119094225073	2.976829e+02
131.000477132170488	2.976876e+02
132.001021616418797	2.976924e+02
132.999652723862027	2.976971e+02
133.99941300063972	2.977018e+02
135.00028607324208	2.977064e+02
135.999201540390942	2.977111e+02
136.999191439781384	2.977158e+02
138.000273717827724	2.977205e+02
138.999371353199365	2.977252e+02
139.999628368874056	2.977299e+02
141.001093802209652	2.977347e+02
142.000600193171493	2.977394e+02
143.001133311393232	2.977442e+02
143.999353045648718	2.977490e+02
145.00132880589149	2.977538e+02
146.000559682130898	2.977587e+02
146.999921748327552	2.977635e+02
147.999273492189104	2.977684e+02
149.00176627969509	2.977733e+02
150.001125833942922	2.977782e+02
151.000429422478902	2.977831e+02
151.999731724257572	2.977880e+02
153.002181865339082	2.977929e+02
154.001432740894273	2.977979e+02
155.000554514551197	2.978028e+02
155.999521370660318	2.978078e+02
157.001547047491698	2.978127e+02
158.000400188579334	2.978176e+02
158.999270609516429	2.978226e+02
160.001363643362964	2.978275e+02
161.000466503548154	2.978324e+02
161.999646163977502	2.978373e+02
163.001914705985797	2.978422e+02
164.000869483787596	2.978471e+02
164.999545820580465	2.978520e+02
166.001010200663671	2.978569e+02
167.00199980305436	2.978618e+02
167.999487454139228	2.978667e+02
168.999853436037654	2.978715e+02
170.000024802642258	2.978764e+02
171.000134241277948	2.978812e+02
172.000274582764433	2.978860e+02
173.000443786900775	2.978908e+02
174.00048273861006	2.978956e+02
