# Probe 0 (1.8 2.12 1.42)
# Probe 1 (4.8 1.65 1.5)
# Probe 2 (2.5 2.09 0.95)
# Probe 3 (2.8 0.65 0.75)
#       Probe             0             1             2             3
#        Time
     0.999427        297.15        297.15        297.15        297.15
      2.00049        297.15       297.149        297.15        297.15
      3.00031        297.15       297.149        297.15        297.15
      3.99974        297.15        297.15        297.15        297.15
      4.99985        297.15        297.15        297.15        297.15
      6.00105        297.15        297.15        297.15        297.15
      7.00053        297.15        297.15        297.15        297.15
      8.00051        297.15        297.15        297.15        297.15
      9.00021        297.15        297.15        297.15        297.15
      10.0014        297.15        297.15        297.15        297.15
      11.0007        297.15        297.15        297.15        297.15
       12.001        297.15       297.154        297.15        297.15
      13.0013       297.148       297.163       297.149        297.15
      14.0004       297.138       297.173       297.122        297.15
      15.0009       297.119       297.184       296.981        297.15
      16.0011       297.089       297.192       296.826        297.15
       17.001       297.073       297.195       296.811       297.152
      18.0014       297.096       297.194       296.898       297.155
      19.0002       297.125       297.192       297.018       297.159
           20        297.14       297.191       297.103       297.164
      21.0006       297.145       297.192       297.137       297.169
      22.0002       297.148       297.196       297.146       297.173
      23.0017       297.149       297.202       297.149       297.177
      24.0016        297.15       297.212        297.15       297.182
      24.9993       297.149       297.225       297.151       297.187
      26.0007       297.147       297.241       297.153       297.194
      27.0001       297.144       297.258       297.154       297.201
      28.0006        297.14       297.275       297.156        297.21
      29.0017       297.136        297.29       297.158        297.22
      29.9998       297.131       297.304       297.161        297.23
      31.0002       297.126       297.319       297.164       297.242
      31.9997       297.122       297.334       297.167       297.254
      33.0015       297.119       297.349        297.17       297.268
      34.0002       297.115       297.367       297.173       297.282
      34.9994        297.11       297.385       297.177       297.296
      35.9998       297.103       297.406       297.181        297.31
      37.0015       297.096       297.428       297.186       297.324
      38.0016       297.092        297.45        297.19       297.339
      38.9995       297.093       297.471       297.195       297.355
      40.0008       297.101       297.491         297.2       297.372
      41.0021       297.117       297.508       297.205        297.39
      42.0003       297.138       297.523       297.212       297.408
      43.0013       297.163       297.536       297.219       297.425
       44.002        297.19       297.547       297.229       297.441
      44.9999       297.219       297.557        297.24       297.457
      46.0014       297.246       297.566       297.252       297.472
      47.0003       297.273       297.575       297.265       297.487
      47.9999       297.299       297.585       297.278       297.502
      49.0004       297.323       297.595       297.292       297.516
      50.0018       297.347       297.607       297.305        297.53
       51.001       297.368        297.62       297.318       297.545
       52.001       297.388       297.634       297.332       297.559
      53.0018       297.407       297.649       297.345       297.574
      54.0002       297.424       297.665       297.358        297.59
      54.9994       297.439       297.681       297.371       297.606
      56.0022       297.452       297.698       297.385       297.623
      56.9994       297.463       297.714       297.398       297.641
      57.9999       297.473        297.73       297.411       297.659
      59.0008       297.481       297.747       297.425       297.678
      60.0019       297.489       297.763       297.439       297.697
      61.0004       297.498       297.778       297.453       297.716
      61.9992       297.506       297.794       297.468       297.734
      63.0017       297.516        297.81       297.483       297.752
      64.0018       297.527       297.825       297.499       297.769
      64.9996       297.539       297.841       297.514       297.786
      66.0012       297.553       297.856        297.53       297.802
      67.0005       297.566       297.872       297.546       297.818
      68.0004        297.58       297.888       297.563       297.834
      69.0008       297.594       297.904       297.579        297.85
      70.0016       297.608       297.919       297.596       297.865
      70.9998       297.622       297.935       297.613       297.881
      72.0016       297.636        297.95        297.63       297.896
       73.001        297.65       297.966       297.647       297.912
       74.001       297.665       297.982       297.664       297.927
      75.0017       297.679       297.999       297.681       297.942
           76       297.695       298.016       297.698       297.958
      77.0017       297.711       298.033       297.714       297.973
      78.0006       297.727       298.051        297.73       297.989
      78.9994       297.743       298.068       297.745       298.005
       80.001        297.76       298.087       297.761       298.021
      80.9991       297.778       298.105       297.776       298.037
      81.9997       297.796       298.124       297.791       298.052
      82.9997       297.814       298.142       297.806       298.068
      84.0021       297.832       298.161       297.821       298.083
      85.0007       297.849        298.18       297.836       298.099
      86.0016       297.865       298.199        297.85       298.115
      87.0018        297.88       298.217       297.865       298.132
      88.0012       297.894       298.235        297.88       298.149
      88.9999       297.907       298.252       297.894       298.166
      90.0009       297.919       298.268       297.909       298.184
      91.0013        297.93       298.284       297.923       298.201
      92.0011       297.941       298.298       297.936       298.217
      93.0004       297.951       298.312        297.95       298.232
      93.9994       297.959       298.325       297.963       298.246
      95.0012       297.968       298.337       297.977       298.258
      95.9998       297.975       298.348        297.99       298.268
      97.0014       297.982       298.358       298.004       298.278
      97.9999       297.989       298.367       298.017       298.287
      99.0014       297.995       298.375        298.03       298.295
      99.9998       298.002       298.384       298.042       298.302
      101.001       298.008        298.39       298.054       298.308
      102.002       298.015       298.398       298.064       298.315
          103       298.022       298.403       298.073       298.321
      104.001       298.029        298.41       298.082       298.327
      105.002       298.037       298.416       298.089       298.333
      106.002       298.045       298.423       298.095       298.338
          107       298.052       298.429       298.101       298.343
      108.003        298.06       298.434       298.106       298.348
      109.002       298.067       298.441       298.111       298.354
      110.001       298.075       298.445       298.115       298.359
      111.002       298.082       298.451       298.119       298.364
          112       298.088       298.455       298.122       298.368
          113       298.094        298.46       298.125       298.371
      114.003         298.1       298.463       298.127       298.374
      115.001       298.105       298.467       298.129       298.376
      116.002        298.11       298.469       298.131       298.377
      117.001       298.115       298.471       298.132       298.377
      118.003       298.119       298.474       298.132       298.377
          119       298.123       298.475       298.132       298.376
      120.002       298.127       298.476       298.131       298.374
          121        298.13       298.477        298.13       298.371
      122.003       298.132       298.478       298.128       298.369
      123.001       298.134       298.478       298.126       298.365
          124       298.134       298.479       298.123       298.361
      125.001       298.134       298.479        298.12       298.357
      126.001       298.132       298.479       298.117       298.353
      127.002       298.129       298.478       298.113       298.348
      128.002       298.125       298.477       298.109       298.343
      129.002       298.119       298.476       298.104       298.338
      130.001       298.112       298.474         298.1       298.332
          131       298.105       298.471       298.097       298.326
      132.003       298.096       298.469       298.094       298.321
      133.002       298.086       298.466       298.091       298.314
          134       298.075       298.463        298.09       298.308
      135.002       298.063       298.459        298.09       298.301
      136.003       298.051       298.456       298.091       298.293
      137.002       298.038       298.452       298.093       298.285
      138.001       298.025       298.447       298.099       298.276
      139.002       298.011       298.443       298.107       298.268
          140       297.999       298.438       298.122       298.258
      141.002       297.986       298.432       298.145       298.248
          142       297.974       298.426       298.178       298.238
          143       297.965        298.42       298.219       298.228
      144.003       297.959       298.413       298.262       298.217
      145.001       297.956       298.407       298.304       298.207
      146.001       297.955         298.4        298.34       298.195
          147       297.956       298.392        298.37       298.182
      148.002       297.956       298.383       298.396        298.17
      149.002       297.956       298.374        298.42       298.161
          150       297.953       298.365       298.444       298.151
      151.002        297.95       298.357       298.466       298.137
      152.002       297.947        298.35       298.487       298.118
          153       297.946       298.344       298.504       298.096
      154.002       297.946       298.339        298.52       298.076
      155.002       297.947       298.336       298.536       298.061
          156        297.95       298.336       298.551       298.045
      157.001       297.954       298.338       298.566       298.025
      158.001        297.96       298.341       298.579       298.001
      159.001       297.969       298.345       298.592        297.98
      160.002       297.978       298.348       298.604       297.961
      161.002       297.986       298.351       298.614       297.945
      162.002       297.993       298.351       298.621       297.929
          163       297.999       298.347       298.626       297.912
      164.002       298.002        298.34       298.628       297.892
      165.001       298.003       298.332       298.629       297.867
      166.002       298.003       298.326       298.627       297.838
      167.003       298.001       298.324       298.624       297.805
      168.001       297.998       298.321        298.62       297.765
          169       297.996       298.314       298.612       297.712
      170.003       297.994       298.305       298.598       297.643
      171.002       297.992       298.292       298.578       297.569
      172.001       297.991       298.277       298.559       297.506
      173.002       297.989       298.261       298.546       297.456
      174.002       297.987       298.251       298.545       297.408
      175.001       297.983       298.246       298.557        297.35
      176.002       297.979       298.241       298.583       297.274
      177.002       297.974       298.233       298.617       297.186
      178.002       297.971       298.222       298.654         297.1
      179.003        297.97       298.215       298.688       297.032
      180.001       297.972       298.214       298.711       296.984
          181       297.974       298.214       298.719       296.947
      182.002       297.975       298.215        298.71        296.91
      183.002        297.97       298.216       298.689       296.871
      184.001       297.961       298.215       298.654       296.836
      185.001       297.947       298.216       298.606       296.805
      186.001       297.931       298.221       298.549       296.781
      187.003       297.913       298.233       298.493       296.775
          188       297.894        298.25       298.452       296.785
      189.002       297.875       298.266       298.411       296.795
      190.001       297.855       298.276        298.34       296.788
      191.003       297.835       298.282       298.226       296.756
      192.002       297.813       298.286       298.093       296.705
      193.002       297.782        298.29       297.972       296.652
          194       297.743       298.298       297.871       296.609
      195.002       297.699       298.308       297.785       296.564
      196.002       297.654       298.312       297.711        296.51
          197       297.613       298.309       297.659       296.459
      198.001       297.582       298.302       297.653       296.424
      199.002       297.562       298.293         297.7       296.396
      200.002        297.55       298.284       297.784       296.367
      201.001        297.54       298.275       297.898       296.337
          202        297.53       298.267       298.028        296.31
      203.002       297.519        298.26       298.172       296.286
          204       297.508       298.251       298.312        296.27
      205.001       297.495       298.242       298.369       296.266
      206.002       297.482       298.232       298.336       296.271
      207.001       297.467       298.223       298.264       296.279
      208.002       297.454       298.214       298.158       296.288
          209       297.442       298.206       298.018       296.298
      210.003       297.431       298.198       297.859       296.309
      211.003        297.42       298.188       297.711       296.316
      212.002       297.408       298.176       297.595       296.318
      213.002       297.394       298.164       297.521       296.316
      214.003       297.375       298.151       297.486       296.309
      215.002       297.352       298.137       297.499       296.297
          216       297.323       298.122       297.568       296.281
          217       297.292       298.104       297.684        296.26
      218.002       297.259       298.085         297.8       296.235
      219.001       297.226       298.065       297.879       296.202
      220.002       297.194       298.045       297.913       296.162
      221.001       297.163       298.025       297.905       296.119
      222.003       297.131       298.008       297.864       296.077
      223.001         297.1       297.993       297.789        296.04
      224.002       297.068       297.982        297.68       296.008
      225.003       297.037       297.974       297.555       295.984
      226.001       297.006       297.969        297.45       295.963
      227.002       296.974       297.965       297.362       295.942
      228.003       296.943       297.962       297.298       295.919
      229.002       296.915       297.961       297.267       295.892
      230.002       296.889       297.959        297.25       295.863
      231.003       296.866       297.958       297.242       295.833
      232.001       296.846       297.956       297.257       295.802
      233.003       296.828       297.953       297.285        295.77
      234.001        296.81        297.95       297.314       295.739
      235.003       296.792       297.945       297.363       295.709
      236.001       296.774       297.938       297.426       295.678
      237.002       296.755        297.93       297.486       295.647
      238.001       296.736       297.922       297.545        295.62
      239.003       296.718       297.912       297.613       295.598
      240.003       296.704         297.9       297.673       295.579
      241.003       296.692       297.887       297.723       295.564
      242.001       296.684       297.872        297.77       295.552
      243.002       296.679       297.857        297.81       295.542
      244.001       296.677       297.841       297.835       295.532
      245.003       296.677       297.825       297.846       295.526
      246.001       296.679       297.809        297.85       295.523
      247.002       296.683       297.793       297.843       295.522
      248.001       296.689       297.778       297.817       295.523
      249.001       296.694       297.763       297.779       295.524
      250.002         296.7       297.749       297.744       295.523
      251.003       296.706       297.736       297.708       295.518
      252.003       296.712       297.727       297.656       295.512
      253.002       296.717       297.715       297.596       295.504
      254.003       296.721       297.705       297.545       295.496
          255       296.724       297.696       297.504       295.488
      256.002       296.726       297.686       297.464       295.481
      257.003       296.728       297.676       297.423       295.476
      258.003       296.728       297.666       297.383       295.473
      259.002       296.728       297.654       297.351       295.473
      260.002       296.726       297.642       297.326       295.476
      261.002       296.723       297.629       297.307       295.481
      262.001       296.719       297.615       297.285       295.488
      263.001       296.714       297.601       297.254       295.499
      264.002       296.708       297.587       297.221       295.514
