# Probe 0 (1.8 2.12 1.42)
# Probe 1 (4.8 1.65 1.5)
# Probe 2 (2.5 2.09 0.95)
# Probe 3 (2.8 0.65 0.75)
#       Probe             0             1             2             3
#        Time
     0.999427        303.15        303.15        303.15        303.15
      2.00049        303.15       303.149        303.15        303.15
      3.00031        303.15       303.149        303.15        303.15
      3.99973        303.15        303.15        303.15        303.15
      4.99982        303.15        303.15        303.15        303.15
      6.00096        303.15        303.15        303.15        303.15
      7.00036        303.15        303.15        303.15        303.15
      8.00025        303.15        303.15        303.15        303.15
      8.99988        303.15        303.15        303.15       303.149
      10.0011        303.15        303.15        303.15       303.116
      11.0007        303.15        303.15       303.149       303.102
      12.0012       303.148       303.156       303.126       303.121
      12.9996       303.141       303.169       302.958       303.117
      14.0015       303.133       303.185       302.634       303.072
      15.0019       303.126         303.2       302.403       303.007
      15.9999       303.113       303.207       302.389        303.01
      17.0002       303.078       303.205        302.52       303.069
      18.0019       303.064       303.199       302.648       303.101
      19.0015       303.084       303.186       302.746       303.098
      20.0008       303.099       303.167       302.847       303.085
      20.9999       303.104       303.148       302.941       303.077
      22.0004         303.1       303.135        303.01       303.079
      23.0019       303.084       303.134       303.053       303.091
      24.0012       303.055       303.143        303.08       303.109
       25.001       303.019       303.162       303.097       303.131
      26.0015       302.986       303.187       303.106       303.154
           27       302.964       303.216       303.112       303.178
      28.0002       302.946       303.246       303.117         303.2
       29.002       302.925       303.276       303.122       303.221
      30.0019       302.895       303.307       303.127       303.242
      30.9994       302.857        303.34       303.134       303.263
      31.9999       302.815       303.374       303.141       303.283
      33.0001       302.777       303.408       303.148       303.303
      33.9999        302.75       303.441       303.155       303.322
      34.9999        302.74       303.476        303.16       303.341
      36.0006       302.748        303.51       303.165       303.361
      36.9996       302.774       303.544       303.167       303.382
      38.0003       302.817       303.577       303.167       303.404
      39.0021       302.877       303.608       303.165       303.427
      40.0013       302.953       303.634       303.163       303.452
      41.0004       303.033       303.656       303.163       303.478
      41.9994       303.108       303.672       303.169       303.506
      43.0013        303.17       303.683       303.181       303.532
      44.0006       303.214        303.69       303.198       303.557
      45.0012       303.245       303.694       303.221       303.581
      46.0009       303.268       303.697       303.246       303.603
           47       303.285       303.702       303.273       303.624
      48.0019       303.298       303.712       303.301       303.644
      48.9997       303.306       303.728       303.329       303.665
      50.0022        303.31       303.748       303.357       303.684
      50.9998       303.313       303.769       303.383       303.704
      52.0016       303.319       303.791       303.408       303.722
      53.0015       303.331       303.814       303.431        303.74
      53.9994       303.349       303.838       303.452       303.758
      55.0015       303.372       303.863       303.472       303.777
      56.0015       303.398       303.889       303.492       303.796
      56.9993       303.427       303.915       303.511       303.818
      58.0006       303.458       303.943       303.529       303.841
      59.0016       303.489        303.97       303.548       303.866
      60.0019       303.522       303.998       303.565       303.894
       61.001       303.556       304.026       303.582       303.923
      62.0017        303.59       304.054       303.598       303.953
      63.0009       303.623       304.082       303.613       303.983
      64.0016       303.655        304.11       303.629       304.012
       65.001       303.685       304.138       303.646        304.04
      65.9992       303.714       304.165       303.663       304.068
      66.9993       303.741       304.193       303.681       304.095
      68.0016       303.765        304.22         303.7       304.121
      69.0002       303.788       304.247       303.719       304.146
      70.0013       303.809       304.273       303.739       304.171
      70.9993       303.828       304.298       303.758       304.195
      72.0005       303.847       304.321       303.779       304.218
      72.9992       303.865       304.343       303.802        304.24
      74.0015        303.88       304.365       303.828        304.26
      75.0014       303.894       304.384       303.855       304.278
      76.0021       303.906       304.403       303.876       304.293
