# Region type : patch sidenode2U_1_Inlet_0
#   Faces  : 172
#   Area   : 1.730428e-02
#        Time	areaAverage(T)
     0.999427	3.001498e+02
      2.00049	3.001496e+02
      3.00031	3.001498e+02
      3.99974	3.001499e+02
     4.999837	3.001500e+02
      6.00101	3.001500e+02
     7.000448	3.001500e+02
     8.000372	3.001499e+02
     9.000012	3.001498e+02
   10.0011397	3.001496e+02
   11.0005122	3.001495e+02
   12.0006238	3.001479e+02
   13.0011019	3.001370e+02
   13.9997165	3.001161e+02
 14.999604052	3.001170e+02
 15.999490241	3.001237e+02
 17.001242034	3.001216e+02
 17.999852633	3.001166e+02
 18.999857436	3.001177e+02
20.00122727884	3.001238e+02
21.00187381584	3.001291e+02
22.00100414889	3.001286e+02
23.0010626149	3.001197e+02
24.00180356975	3.001052e+02
24.9999180576697	3.000957e+02
26.0014655973005	3.001018e+02
27.0009446320218	3.001214e+02
28.0017189928096	3.001445e+02
29.0005905025437	3.001664e+02
30.0001212256994272	3.001871e+02
30.9998048589166615	3.002056e+02
32.0021762548089939	3.002198e+02
33.0009351351164995	3.002283e+02
33.9993080319129248	3.002321e+02
35.0007987440267243	3.002343e+02
35.999935570682382	3.002398e+02
37.0002447568198818	3.002535e+02
38.0020517639380699	3.002773e+02
39.0021047205999594	3.003088e+02
39.9997539688104951	3.003430e+02
41.0006589550067986	3.003754e+02
42.0013813879337903	3.004042e+02
43.0017735096845684	3.004294e+02
43.9991849473790921	3.004520e+02
45.0003329032256971	3.004728e+02
45.9999068492484824	3.004915e+02
47.001536957485051	3.005085e+02
47.9991641281142023	3.005240e+02
49.0021317394396689	3.005384e+02
50.0009463053672505	3.005520e+02
51.0012666370886478	3.005644e+02
51.9998322094374927	3.005762e+02
52.9996753530399971	3.005884e+02
54.0007422711055582	3.006023e+02
54.9998679043009489	3.006189e+02
56.0000714899313863	3.006384e+02
57.0012666658164022	3.006608e+02
58.0001899337214937	3.006855e+02
58.9996004203221318	3.007123e+02
59.9991236109394279	3.007406e+02
61.0014552580688658	3.007698e+02
61.9999507022612235	3.007992e+02
63.0004219672197294	3.008285e+02
63.9995194435486567	3.008577e+02
65.0003556224504706	3.008868e+02
66.0000361794755719	3.009158e+02
67.001887377399612	3.009446e+02
68.0000065359423758	3.009729e+02
69.0007263708385352	3.010009e+02
70.0010828434766097	3.010282e+02
71.0011308160644177	3.010549e+02
72.0010657830553242	3.010809e+02
73.0011594507886201	3.011063e+02
74.0010423929848571	3.011312e+02
74.9999534897155655	3.011557e+02
