# Region type : patch sidenode2U_2_Outlet_0
#   Faces  : 172
#   Area   : 1.730027e-02
#        Time	areaAverage(T)
     0.999427	3.001500e+02
      2.00049	3.001499e+02
      3.00031	3.001499e+02
      3.99974	3.001500e+02
     4.999837	3.001500e+02
      6.00101	3.001500e+02
     7.000448	3.001500e+02
     8.000372	3.001497e+02
     9.000012	3.001494e+02
   10.0011397	3.001492e+02
   11.0005122	3.001505e+02
   12.0006238	3.001517e+02
   13.0011019	3.001529e+02
   13.9997165	3.001541e+02
 14.999604052	3.001552e+02
 15.999490241	3.001564e+02
 17.001242034	3.001576e+02
 17.999852633	3.001588e+02
 18.999857436	3.001600e+02
20.00122727884	3.001612e+02
21.00187381584	3.001623e+02
22.00100414889	3.001635e+02
23.0010626149	3.001647e+02
24.00180356975	3.001658e+02
24.9999180576697	3.001670e+02
26.0014655973005	3.001682e+02
27.0009446320218	3.001695e+02
28.0017189928096	3.001707e+02
29.0005905025437	3.001721e+02
30.0001212256994272	3.001734e+02
30.9998048589166615	3.001749e+02
32.0021762548089939	3.001763e+02
33.0009351351164995	3.001778e+02
33.9993080319129248	3.001793e+02
35.0007987440267243	3.001808e+02
35.999935570682382	3.001824e+02
37.0002447568198818	3.001840e+02
38.0020517639380699	3.001856e+02
39.0021047205999594	3.001873e+02
39.9997539688104951	3.001891e+02
41.0006589550067986	3.001908e+02
42.0013813879337903	3.001927e+02
43.0017735096845684	3.001945e+02
43.9991849473790921	3.001964e+02
45.0003329032256971	3.001983e+02
45.9999068492484824	3.002003e+02
47.001536957485051	3.002023e+02
47.9991641281142023	3.002043e+02
49.0021317394396689	3.002064e+02
50.0009463053672505	3.002085e+02
51.0012666370886478	3.002106e+02
51.9998322094374927	3.002127e+02
52.9996753530399971	3.002149e+02
54.0007422711055582	3.002171e+02
54.9998679043009489	3.002193e+02
56.0000714899313863	3.002216e+02
57.0012666658164022	3.002239e+02
58.0001899337214937	3.002262e+02
58.9996004203221318	3.002286e+02
59.9991236109394279	3.002310e+02
61.0014552580688658	3.002334e+02
61.9999507022612235	3.002359e+02
63.0004219672197294	3.002385e+02
63.9995194435486567	3.002411e+02
65.0003556224504706	3.002437e+02
66.0000361794755719	3.002464e+02
67.001887377399612	3.002491e+02
68.0000065359423758	3.002519e+02
69.0007263708385352	3.002547e+02
70.0010828434766097	3.002576e+02
71.0011308160644177	3.002605e+02
72.0010657830553242	3.002635e+02
73.0011594507886201	3.002665e+02
74.0010423929848571	3.002695e+02
74.9999534897155655	3.002725e+02
76.0005492403212486	3.002756e+02
76.9995770635736392	3.002788e+02
78.0002485694065797	3.002820e+02
78.9995834115051707	3.002852e+02
80.0006023391171937	3.002884e+02
81.0000315951638044	3.002917e+02
82.0004067459523469	3.002950e+02
83.0017178852837816	3.002984e+02
84.0013241745725452	3.003018e+02
84.9995909994996879	3.003052e+02
85.9997634074401986	3.003087e+02
87.0020461965104488	3.003122e+02
88.0006674088208882	3.003157e+02
89.0018544823108897	3.003193e+02
89.9998161821016822	3.003228e+02
91.0007625519268686	3.003264e+02
92.0018377502737508	3.003300e+02
93.0000923171710951	3.003337e+02
94.0015321602183462	3.003373e+02
95.0002779543519154	3.003410e+02
95.9992979485388247	3.003446e+02
97.0016130797858978	3.003483e+02
98.0012359507447854	3.003520e+02
99.0011565037065537	3.003558e+02
100.001341885630765	3.003595e+02
101.001743248606445	3.003632e+02
101.99928296452731	3.003669e+02
