# Probe 0 (1.8 2.12 1.42)
# Probe 1 (4.8 1.65 1.5)
# Probe 2 (2.5 2.09 0.95)
# Probe 3 (2.8 0.65 0.75)
#       Probe             0             1             2             3
#        Time
     0.999427        303.15        303.15        303.15        303.15
      2.00049        303.15       303.149        303.15        303.15
      3.00031        303.15       303.149        303.15        303.15
      3.99973        303.15        303.15        303.15        303.15
      4.99982        303.15        303.15        303.15        303.15
      6.00096        303.15        303.15        303.15        303.15
      7.00036        303.15        303.15        303.15        303.15
      8.00025        303.15        303.15        303.15        303.15
      8.99988        303.15        303.15        303.15       303.149
      10.0011        303.15        303.15        303.15       303.116
      11.0007        303.15        303.15       303.149       303.102
      12.0012       303.148       303.158       303.126       303.121
      12.9996       303.141       303.176       302.958       303.117
      14.0015       303.133       303.197       302.634       303.072
      15.0019       303.126       303.218       302.403       303.007
      15.9999       303.113        303.23       302.389        303.01
      17.0001       303.078       303.232        302.52        303.07
      18.0018       303.065        303.23       302.648       303.104
      19.0014       303.084       303.221       302.746       303.103
      20.0006       303.099       303.206       302.846       303.093
      20.9995       303.105       303.192        302.94       303.086
      21.9999       303.101       303.184        303.01       303.091
      23.0013       303.086       303.188       303.053       303.105
      24.0004       303.057       303.202       303.081       303.127
      24.9999       303.022       303.225       303.098       303.152
      26.0001       302.991       303.255       303.108        303.18
      27.0015        302.97       303.289       303.115       303.209
      28.0014       302.955       303.323        303.12       303.237
      28.9998       302.935       303.358       303.126       303.264
      29.9994       302.907       303.394       303.133        303.29
      30.9997       302.869       303.433       303.141       303.317
           32       302.829       303.473       303.149       303.344
           33       302.793       303.515       303.157        303.37
      33.9997       302.771       303.557       303.165       303.395
      34.9995       302.768         303.6       303.172        303.42
           36       302.787       303.644       303.177       303.444
      37.0019       302.826       303.689       303.181       303.471
      37.9993       302.884       303.731       303.183       303.498
       39.001        302.96       303.771       303.183       303.527
      40.0003       303.048       303.806       303.183       303.557
      40.9997       303.136       303.834       303.187       303.592
      42.0019       303.215       303.856       303.197       303.629
       43.001       303.276       303.871       303.213       303.665
      44.0005        303.32        303.88       303.235       303.698
      45.0012       303.351       303.886       303.263       303.729
       46.001       303.374       303.892       303.294       303.758
      47.0002       303.393       303.901       303.328       303.785
       48.002       303.409       303.918       303.363       303.812
      49.0001       303.423        303.94       303.398       303.837
      49.9998       303.435       303.967       303.432       303.862
      51.0011       303.447       303.997       303.465       303.887
      52.0004       303.463       304.027       303.495        303.91
      53.0008       303.484       304.058       303.523       303.932
      54.0021        303.51       304.089       303.549       303.954
      55.0013       303.541       304.122       303.574       303.977
      56.0011       303.575       304.156       303.598       304.002
      57.0014       303.611       304.191       303.623        304.03
      58.0017       303.648       304.227       303.647       304.061
      59.0014       303.686       304.265       303.672       304.096
      60.0003       303.724       304.304       303.696       304.133
      61.0011       303.762       304.342       303.719       304.172
      62.0005       303.798       304.379       303.742       304.213
      63.0017       303.832       304.415       303.765       304.254
      64.0016       303.865        304.45       303.789       304.294
      65.0004       303.897       304.483       303.814       304.332
       66.001       303.927       304.515       303.839       304.368
      67.0005       303.955       304.546       303.865       304.399
      68.0022       303.983       304.574       303.892       304.427
      69.0002       304.009       304.602       303.921       304.451
      70.0011       304.034       304.627       303.953       304.473
      71.0021       304.057       304.652        303.99       304.493
      72.0007       304.077       304.675       304.029        304.51
           73       304.095       304.698       304.061       304.526
      73.9991       304.111        304.72       304.077       304.542
      75.0002       304.125       304.742       304.086       304.556
           76       304.138       304.763       304.096       304.571
      77.0021       304.152       304.784       304.109       304.585
